subset_key,row_id,label,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
4_0,10028,154900.0,-121.05,39.23,20.0,1634.0,374.0,1053.0,390.0,1.5313
6_1,10029,132700.0,-121.06,39.23,10.0,2229.0,537.0,982.0,512.0,2.186
4_1,10030,109700.0,-121.06,39.22,52.0,1749.0,422.0,837.0,391.0,2.325
6_3,10031,109200.0,-121.09,39.23,35.0,2637.0,511.0,1181.0,480.0,2.7813
5_2,10032,121100.0,-121.07,39.22,52.0,2432.0,495.0,928.0,435.0,2.425
5_1,10033,105200.0,-121.08,39.22,30.0,2188.0,455.0,1033.0,437.0,2.1419
7_2,10034,111800.0,-121.08,39.21,17.0,3033.0,590.0,1319.0,583.0,2.4811
5_2,10035,116700.0,-121.09,39.22,25.0,2200.0,439.0,1045.0,419.0,2.6042
0_0,10036,90600.0,-121.07,39.2,45.0,204.0,62.0,133.0,51.0,1.0
3_0,10037,125000.0,-121.02,39.23,16.0,1427.0,319.0,642.0,333.0,1.4241
4_1,10038,112500.0,-121.04,39.22,14.0,1889.0,471.0,853.0,399.0,2.25
6_4,10039,123100.0,-121.03,39.21,28.0,2843.0,535.0,1310.0,525.0,3.2337
3_1,10040,108300.0,-121.05,39.2,48.0,1759.0,389.0,716.0,350.0,2.3125
2_1,10041,103900.0,-121.06,39.21,52.0,1452.0,309.0,637.0,299.0,2.2083
2_2,10042,117100.0,-121.05,39.21,43.0,1264.0,273.0,611.0,260.0,2.535
1_6,10043,153800.0,-120.94,39.22,12.0,1321.0,268.0,661.0,232.0,4.0062
7_5,10044,160100.0,-120.83,39.27,14.0,3338.0,608.0,1373.0,562.0,3.67
4_6,10045,191700.0,-121.0,39.23,15.0,2809.0,450.0,1267.0,408.0,4.0426
1_3,10046,182500.0,-120.99,39.22,16.0,1497.0,275.0,737.0,243.0,2.8942
6_4,10047,156800.0,-120.99,39.2,15.0,2993.0,562.0,1296.0,518.0,3.3009
5_5,10048,164900.0,-120.93,39.17,13.0,2331.0,464.0,1110.0,419.0,3.6563
0_5,10049,155400.0,-120.99,39.13,14.0,770.0,116.0,285.0,116.0,3.6434
4_5,10050,153000.0,-120.99,39.18,23.0,2550.0,457.0,1016.0,405.0,3.6607
1_4,10051,163200.0,-121.0,39.16,10.0,1170.0,225.0,537.0,194.0,3.2813
0_5,10052,144300.0,-121.04,39.19,17.0,856.0,167.0,518.0,170.0,3.5859
6_4,10053,149500.0,-121.02,39.17,17.0,2277.0,459.0,1149.0,476.0,3.2303
7_4,10054,155000.0,-121.02,39.27,52.0,3720.0,707.0,1424.0,609.0,3.2
7_2,10055,143100.0,-121.03,39.26,49.0,3739.0,759.0,1422.0,606.0,2.4283
0_3,10056,136100.0,-121.0,39.26,14.0,810.0,151.0,302.0,138.0,3.1094
1_1,10057,155400.0,-121.02,39.25,52.0,1549.0,275.0,604.0,249.0,2.2278
3_4,10058,171800.0,-121.06,39.29,14.0,1864.0,331.0,894.0,332.0,3.4028
7_5,10059,157400.0,-120.94,39.32,14.0,3120.0,595.0,1569.0,556.0,3.5385
6_5,10060,172800.0,-121.06,39.25,17.0,3127.0,539.0,1390.0,520.0,3.9537
4_5,10061,155100.0,-120.89,39.3,17.0,2282.0,431.0,974.0,371.0,3.5417
5_5,10062,179200.0,-120.99,39.26,16.0,2616.0,422.0,1090.0,425.0,3.7917
0_0,10063,79500.0,-120.91,39.39,16.0,352.0,105.0,226.0,82.0,1.6094
3_2,10064,85000.0,-121.03,39.37,15.0,1337.0,326.0,1172.0,306.0,2.6341
7_3,10065,128900.0,-121.13,39.31,17.0,3442.0,705.0,1693.0,619.0,2.8102
0_0,10066,85700.0,-120.74,39.39,18.0,453.0,117.0,152.0,77.0,1.3523
0_1,10067,83900.0,-120.09,39.4,17.0,1076.0,283.0,171.0,64.0,2.125
0_6,10068,110900.0,-120.17,39.33,18.0,1046.0,204.0,486.0,179.0,4.119
3_5,10069,109500.0,-120.2,39.33,26.0,1988.0,379.0,905.0,321.0,3.7841
1_2,10070,155700.0,-120.19,39.32,16.0,1536.0,298.0,646.0,208.0,2.3594
3_5,10071,119800.0,-120.17,39.32,14.0,2421.0,489.0,1000.0,354.0,3.5652
0_0,10072,116300.0,-120.17,39.33,10.0,614.0,141.0,195.0,95.0,0.9283
4_7,10073,117300.0,-120.1,39.37,10.0,2325.0,410.0,1016.0,373.0,4.5208
5_6,10074,124800.0,-120.1,39.33,9.0,2738.0,510.0,1193.0,412.0,4.3958
1_8,10075,138100.0,-120.15,39.36,9.0,2254.0,400.0,694.0,243.0,5.6856
4_3,10076,122100.0,-120.26,39.32,24.0,6012.0,1227.0,780.0,358.0,3.0043
0_6,10077,95800.0,-120.35,39.34,29.0,1986.0,474.0,337.0,100.0,4.0278
0_7,10078,145600.0,-120.27,39.35,11.0,2520.0,401.0,397.0,165.0,4.665
0_4,10079,162500.0,-120.25,39.34,9.0,2739.0,555.0,294.0,110.0,3.1842
0_4,10080,180800.0,-120.24,39.35,8.0,4195.0,725.0,291.0,115.0,3.4792
0_6,10081,152300.0,-120.23,39.36,7.0,2045.0,358.0,245.0,92.0,4.0481
0_7,10082,198400.0,-120.22,39.35,8.0,1872.0,281.0,203.0,71.0,4.5882
0_7,10083,187500.0,-120.21,39.35,7.0,914.0,159.0,85.0,34.0,4.7917
0_7,10084,174100.0,-120.19,39.35,7.0,2611.0,395.0,482.0,159.0,5.0622
6_7,10085,264100.0,-117.95,33.94,28.0,2851.0,496.0,1287.0,496.0,5.0782
4_7,10086,228900.0,-117.96,33.94,34.0,2228.0,399.0,1159.0,378.0,4.8906
3_6,10087,217000.0,-117.97,33.94,36.0,1870.0,338.0,947.0,324.0,4.1205
2_8,10088,255800.0,-117.97,33.94,34.0,1632.0,263.0,690.0,268.0,5.5608
4_6,10089,215700.0,-117.97,33.94,35.0,1928.0,360.0,1056.0,366.0,4.0893
3_6,10090,202000.0,-117.97,33.93,31.0,1975.0,373.0,918.0,347.0,4.4107
4_7,10091,194000.0,-117.97,33.93,33.0,1700.0,369.0,981.0,362.0,4.5461
3_4,10092,232800.0,-117.96,33.93,31.0,1471.0,321.0,841.0,330.0,3.46
6_5,10093,192600.0,-117.96,33.93,29.0,2316.0,522.0,1275.0,501.0,3.776
6_2,10094,185200.0,-117.96,33.94,31.0,2397.0,518.0,1407.0,476.0,2.6641
4_6,10095,162500.0,-117.94,33.93,33.0,1770.0,370.0,1346.0,366.0,4.0833
2_5,10096,186000.0,-117.94,33.93,34.0,1475.0,319.0,698.0,293.0,3.8194
1_2,10097,166100.0,-117.94,33.93,14.0,999.0,232.0,1037.0,244.0,2.7125
8_4,10098,161900.0,-117.95,33.93,25.0,3445.0,801.0,2400.0,750.0,3.4702
7_2,10099,161300.0,-117.95,33.93,37.0,2633.0,630.0,1904.0,630.0,2.6123
4_7,10100,175400.0,-117.96,33.93,15.0,2014.0,419.0,839.0,390.0,4.7446
5_8,10101,241300.0,-117.97,33.92,32.0,2620.0,398.0,1296.0,429.0,5.7796
3_6,10102,198100.0,-117.97,33.93,35.0,1887.0,328.0,989.0,351.0,4.1321
5_3,10103,251400.0,-117.97,33.92,24.0,2017.0,416.0,900.0,436.0,3.0
9_4,10104,215000.0,-117.96,33.92,18.0,3744.0,1027.0,1654.0,912.0,3.2158
7_5,10105,153600.0,-117.95,33.92,18.0,2825.0,660.0,1590.0,643.0,3.6106
0_3,10106,145200.0,-117.94,33.92,28.0,639.0,179.0,1062.0,169.0,3.0588
2_6,10107,178200.0,-117.95,33.92,32.0,1661.0,312.0,1201.0,302.0,4.0
8_6,10108,141300.0,-117.95,33.92,11.0,3127.0,706.0,1594.0,694.0,4.3426
1_7,10109,165500.0,-117.94,33.92,32.0,1053.0,207.0,1038.0,222.0,4.6696
7_3,10110,137000.0,-117.95,33.92,13.0,2312.0,592.0,2038.0,559.0,3.1378
6_7,10111,303800.0,-117.94,33.94,25.0,3250.0,546.0,1452.0,501.0,5.1084
3_7,10112,241100.0,-117.94,33.94,30.0,1596.0,307.0,845.0,309.0,4.5096
5_7,10113,267900.0,-117.95,33.94,31.0,2237.0,431.0,1135.0,434.0,4.45
6_1,10114,145000.0,-117.94,33.94,26.0,1962.0,540.0,1236.0,520.0,2.2156
4_8,10115,245000.0,-117.93,33.94,30.0,2658.0,382.0,1135.0,392.0,6.0516
7_6,10116,224700.0,-117.93,33.94,28.0,3664.0,719.0,1820.0,657.0,4.225
6_5,10117,184400.0,-117.93,33.93,25.0,2431.0,534.0,1702.0,523.0,3.7933
7_8,10118,267700.0,-117.92,33.94,27.0,4566.0,620.0,2045.0,664.0,5.583
5_7,10119,198200.0,-117.92,33.94,30.0,2506.0,394.0,1255.0,421.0,4.7813
5_6,10120,174400.0,-117.93,33.92,34.0,2271.0,437.0,1393.0,433.0,4.2443
1_3,10121,137500.0,-117.93,33.93,37.0,1128.0,273.0,931.0,234.0,2.8
3_1,10122,139600.0,-117.93,33.93,33.0,1626.0,378.0,1062.0,356.0,2.1944
8_5,10123,166300.0,-117.92,33.93,12.0,4415.0,890.0,1532.0,854.0,3.75
3_9,10124,291700.0,-117.91,33.93,21.0,2578.0,363.0,1207.0,350.0,6.2452
8_9,10125,350500.0,-117.91,33.94,15.0,5799.0,842.0,2314.0,787.0,6.3433
8_7,10126,227000.0,-117.89,33.94,20.0,3349.0,685.0,1822.0,675.0,4.7216
8_9,10127,306700.0,-117.88,33.93,17.0,6100.0,861.0,2771.0,866.0,7.6486
9_4,10128,247400.0,-117.9,33.93,12.0,4325.0,1191.0,1897.0,1080.0,3.3173
6_8,10129,190300.0,-117.89,33.92,17.0,2936.0,555.0,1381.0,535.0,5.4617
0_8,10130,267600.0,-117.9,33.92,27.0,698.0,116.0,391.0,126.0,5.9177
0_7,10131,208300.0,-117.91,33.92,21.0,380.0,91.0,398.0,70.0,4.7222
6_5,10132,196400.0,-117.91,33.91,27.0,2181.0,501.0,1555.0,488.0,3.6106
2_7,10133,221700.0,-117.91,33.91,34.0,1763.0,303.0,894.0,297.0,5.0096
2_6,10134,230200.0,-117.91,33.91,32.0,1530.0,301.0,666.0,276.0,4.125
4_7,10135,267100.0,-117.91,33.91,24.0,2249.0,379.0,1015.0,385.0,4.9766
3_5,10136,170400.0,-117.89,33.92,34.0,1473.0,312.0,1025.0,315.0,3.8333
1_5,10137,216500.0,-117.89,33.91,33.0,1264.0,224.0,527.0,227.0,3.7321
1_5,10138,195400.0,-117.9,33.91,36.0,1376.0,257.0,687.0,221.0,3.5403
5_4,10139,159500.0,-117.89,33.92,8.0,2120.0,544.0,1281.0,470.0,3.4954
3_2,10140,125000.0,-117.89,33.92,14.0,1562.0,373.0,609.0,328.0,2.3935
1_9,10141,288700.0,-117.89,33.9,16.0,1426.0,216.0,652.0,226.0,6.5284
1_9,10142,258200.0,-117.89,33.9,23.0,1533.0,226.0,693.0,230.0,7.898
4_7,10143,193500.0,-117.9,33.9,19.0,2176.0,414.0,1002.0,402.0,4.9743
5_7,10144,226600.0,-117.9,33.91,26.0,2885.0,476.0,1227.0,439.0,4.9524
8_6,10145,201600.0,-117.9,33.91,33.0,4181.0,804.0,2049.0,834.0,4.3103
3_8,10146,302100.0,-117.92,33.92,19.0,2181.0,400.0,1272.0,337.0,5.1952
5_9,10147,336900.0,-117.92,33.91,33.0,2868.0,382.0,1204.0,412.0,6.1825
3_9,10148,411800.0,-117.92,33.91,27.0,2558.0,310.0,891.0,316.0,9.5561
0_9,10149,293500.0,-117.91,33.9,27.0,829.0,114.0,383.0,133.0,9.3125
5_8,10150,400000.0,-117.92,33.89,18.0,2895.0,487.0,1116.0,429.0,5.4716
3_9,10151,337900.0,-117.92,33.9,13.0,1814.0,320.0,1010.0,313.0,6.3489
2_8,10152,364600.0,-117.93,33.91,24.0,1698.0,297.0,676.0,273.0,5.2017
7_9,10153,349600.0,-117.9,33.9,18.0,3821.0,576.0,1430.0,568.0,6.9399
3_9,10154,375400.0,-117.9,33.88,28.0,2696.0,346.0,947.0,356.0,9.0055
1_9,10155,467600.0,-117.89,33.89,17.0,1671.0,192.0,678.0,206.0,13.1107
3_7,10156,161800.0,-117.92,33.89,12.0,1859.0,393.0,622.0,316.0,5.0258
9_8,10157,269500.0,-117.97,33.91,19.0,8096.0,1318.0,3853.0,1313.0,6.0076
2_9,10158,381500.0,-117.96,33.9,9.0,1899.0,284.0,1070.0,293.0,7.2532
6_9,10159,372600.0,-117.95,33.9,15.0,3057.0,479.0,1679.0,498.0,6.8429
3_9,10160,346900.0,-117.96,33.9,10.0,2423.0,356.0,1213.0,347.0,6.5635
2_7,10161,146800.0,-117.98,33.9,6.0,1537.0,347.0,506.0,280.0,4.8264
5_9,10162,341300.0,-117.96,33.88,25.0,3578.0,461.0,1588.0,466.0,6.2556
1_9,10163,349000.0,-117.95,33.89,17.0,1665.0,247.0,755.0,254.0,6.5764
1_6,10164,334100.0,-117.96,33.89,24.0,1332.0,252.0,625.0,230.0,4.4375
9_8,10165,313000.0,-117.94,33.91,18.0,8836.0,1527.0,3946.0,1451.0,5.6441
3_9,10166,500001.0,-117.93,33.9,30.0,2629.0,331.0,956.0,319.0,9.9071
4_9,10167,459600.0,-117.94,33.89,30.0,2577.0,404.0,1076.0,374.0,6.7528
3_8,10168,365100.0,-117.94,33.88,35.0,2159.0,343.0,833.0,335.0,5.3738
1_9,10169,500001.0,-117.94,33.9,27.0,2029.0,242.0,711.0,254.0,9.7956
6_4,10170,188800.0,-117.98,33.87,25.0,2037.0,515.0,1435.0,496.0,3.3199
2_5,10171,158700.0,-117.98,33.87,29.0,1310.0,332.0,937.0,294.0,3.8068
0_5,10172,137500.0,-117.98,33.86,25.0,1025.0,266.0,726.0,183.0,3.875
3_6,10173,205800.0,-117.98,33.86,26.0,1240.0,285.0,781.0,315.0,4.1287
5_5,10174,169200.0,-117.97,33.87,28.0,1784.0,440.0,1255.0,433.0,3.7054
5_5,10175,161700.0,-117.97,33.86,34.0,2138.0,490.0,1682.0,463.0,3.6006
4_5,10176,174300.0,-117.97,33.86,35.0,1691.0,367.0,1265.0,378.0,3.5855
2_5,10177,141700.0,-117.97,33.86,12.0,1370.0,367.0,1022.0,296.0,3.6471
5_5,10178,184900.0,-117.96,33.86,35.0,2146.0,430.0,1230.0,429.0,3.7813
4_6,10179,183200.0,-117.96,33.86,35.0,2181.0,371.0,1249.0,358.0,4.2937
3_5,10180,187500.0,-117.96,33.87,35.0,1972.0,367.0,1152.0,356.0,3.7222
5_7,10181,193500.0,-117.95,33.86,35.0,2375.0,439.0,1343.0,424.0,4.53
5_8,10182,191400.0,-117.95,33.86,35.0,2478.0,431.0,1333.0,427.0,5.2099
6_4,10183,190000.0,-117.96,33.86,32.0,2366.0,505.0,1283.0,477.0,3.3516
2_8,10184,256000.0,-117.94,33.88,46.0,1747.0,312.0,770.0,296.0,5.4217
3_6,10185,184900.0,-117.95,33.87,34.0,1599.0,296.0,938.0,307.0,4.285
4_7,10186,185200.0,-117.95,33.87,35.0,1854.0,383.0,1115.0,381.0,4.4784
2_1,10187,55000.0,-117.95,33.87,22.0,1432.0,335.0,746.0,296.0,2.0227
1_4,10188,167500.0,-117.96,33.87,27.0,890.0,289.0,416.0,200.0,3.141
4_7,10189,175800.0,-117.96,33.87,37.0,1785.0,360.0,1155.0,403.0,4.7984
3_5,10190,275000.0,-117.95,33.88,34.0,1939.0,355.0,817.0,314.0,3.6705
6_7,10191,194700.0,-117.94,33.86,36.0,2824.0,493.0,1394.0,507.0,4.6477
2_1,10192,197500.0,-117.94,33.86,33.0,1013.0,312.0,706.0,266.0,2.1432
3_8,10193,195700.0,-117.95,33.86,36.0,2038.0,343.0,1066.0,346.0,5.197
3_7,10194,182100.0,-117.93,33.86,36.0,1672.0,318.0,1173.0,337.0,4.5774
1_6,10195,184000.0,-117.93,33.86,35.0,1216.0,225.0,893.0,228.0,4.0288
1_7,10196,183100.0,-117.94,33.86,35.0,1235.0,227.0,875.0,220.0,4.6964
4_7,10197,185600.0,-117.94,33.86,35.0,2127.0,417.0,1247.0,378.0,4.75
4_8,10198,240000.0,-117.93,33.88,52.0,2157.0,362.0,1001.0,373.0,5.1237
5_0,10199,137500.0,-117.93,33.87,10.0,1277.0,488.0,730.0,417.0,1.4803
5_5,10200,187000.0,-117.94,33.87,46.0,2066.0,450.0,1275.0,448.0,3.9375
2_6,10201,239300.0,-117.94,33.88,35.0,1694.0,296.0,679.0,282.0,4.3333
0_1,10202,191100.0,-117.92,33.87,44.0,308.0,87.0,301.0,100.0,2.1991
2_3,10203,162500.0,-117.92,33.87,36.0,1125.0,285.0,966.0,257.0,2.8438
1_1,10204,182100.0,-117.93,33.87,52.0,950.0,229.0,429.0,185.0,2.315
2_6,10205,241700.0,-117.93,33.88,45.0,1306.0,293.0,585.0,260.0,4.0812
4_9,10206,293500.0,-117.93,33.88,32.0,2458.0,359.0,967.0,409.0,7.2893
1_5,10207,232500.0,-117.92,33.88,52.0,1270.0,276.0,609.0,211.0,3.75
2_8,10208,235600.0,-117.91,33.88,34.0,1851.0,291.0,784.0,290.0,5.2336
2_8,10209,243600.0,-117.92,33.88,32.0,1683.0,273.0,719.0,263.0,5.3649
1_8,10210,318700.0,-117.92,33.88,32.0,1632.0,244.0,575.0,235.0,5.3986
1_9,10211,351900.0,-117.91,33.89,30.0,1631.0,212.0,523.0,216.0,7.875
4_8,10212,230400.0,-117.9,33.88,35.0,2062.0,353.0,991.0,357.0,5.2897
2_7,10213,215400.0,-117.9,33.88,34.0,1396.0,245.0,661.0,261.0,4.675
6_3,10214,218600.0,-117.9,33.87,28.0,2315.0,538.0,1360.0,504.0,2.9861
2_4,10215,195200.0,-117.9,33.87,34.0,1411.0,292.0,1040.0,299.0,3.4338
2_2,10216,143800.0,-117.91,33.87,29.0,1121.0,291.0,762.0,276.0,2.5
5_3,10217,177300.0,-117.91,33.87,52.0,2031.0,506.0,1191.0,463.0,2.9076
6_5,10218,119100.0,-117.88,33.89,18.0,1616.0,532.0,866.0,496.0,3.6435
1_7,10219,173300.0,-117.88,33.89,16.0,959.0,176.0,353.0,185.0,4.5
4_3,10220,162500.0,-117.88,33.88,15.0,957.0,360.0,615.0,370.0,3.0263
7_1,10221,175000.0,-117.89,33.88,15.0,1655.0,626.0,1549.0,582.0,1.9127
1_8,10222,229600.0,-117.89,33.88,33.0,1582.0,256.0,771.0,240.0,5.3836
3_8,10223,243400.0,-117.89,33.88,27.0,2091.0,336.0,1037.0,332.0,5.7519
4_3,10224,188200.0,-117.89,33.87,25.0,1492.0,439.0,755.0,389.0,3.0893
1_4,10225,202100.0,-117.89,33.87,32.0,1133.0,216.0,693.0,228.0,3.3594
3_8,10226,190900.0,-117.88,33.87,35.0,1919.0,349.0,1302.0,345.0,5.6409
4_3,10227,148900.0,-117.89,33.87,32.0,1569.0,422.0,835.0,386.0,3.0465
1_4,10228,168000.0,-117.93,33.87,45.0,1006.0,230.0,1237.0,237.0,3.3472
2_2,10229,155000.0,-117.93,33.86,36.0,931.0,279.0,778.0,303.0,2.6563
4_4,10230,186600.0,-117.93,33.86,17.0,1627.0,398.0,1216.0,369.0,3.3438
0_8,10231,182500.0,-117.93,33.86,35.0,931.0,181.0,516.0,174.0,5.5867
3_0,10232,162500.0,-117.93,33.87,29.0,1221.0,371.0,1822.0,326.0,1.7935
4_4,10233,193800.0,-117.89,33.86,28.0,1395.0,398.0,1220.0,362.0,3.3008
6_2,10234,165800.0,-117.91,33.86,26.0,2296.0,570.0,1415.0,527.0,2.4732
0_5,10235,133900.0,-117.92,33.86,26.0,745.0,161.0,247.0,151.0,3.6375
5_3,10236,157800.0,-117.92,33.87,33.0,1597.0,406.0,1888.0,423.0,3.055
6_6,10237,176300.0,-117.87,33.91,16.0,2434.0,455.0,1017.0,476.0,4.2188
4_9,10238,277300.0,-117.88,33.9,21.0,3180.0,434.0,1413.0,391.0,6.5945
6_4,10239,114400.0,-117.88,33.9,15.0,1705.0,478.0,759.0,479.0,3.5333
8_3,10240,218400.0,-117.88,33.89,19.0,3583.0,911.0,2300.0,871.0,3.0214
8_5,10241,265500.0,-117.88,33.89,17.0,3218.0,923.0,1701.0,824.0,3.6946
0_9,10242,270100.0,-117.87,33.89,25.0,1142.0,162.0,486.0,150.0,7.1472
4_9,10243,270800.0,-117.86,33.91,16.0,2889.0,423.0,1227.0,401.0,6.4514
1_9,10244,285200.0,-117.86,33.9,17.0,1452.0,188.0,630.0,194.0,6.9113
4_9,10245,299200.0,-117.86,33.9,25.0,3205.0,409.0,1291.0,408.0,7.2478
5_9,10246,280300.0,-117.87,33.9,21.0,3181.0,447.0,1416.0,469.0,6.8268
7_9,10247,289800.0,-117.86,33.89,22.0,4386.0,593.0,1915.0,592.0,6.6897
1_9,10248,274500.0,-117.86,33.89,24.0,2002.0,253.0,820.0,241.0,6.9612
1_9,10249,275000.0,-117.87,33.89,19.0,1674.0,243.0,786.0,234.0,6.4218
3_5,10250,201400.0,-117.86,33.88,19.0,1621.0,328.0,871.0,322.0,3.7361
5_2,10251,171700.0,-117.87,33.89,17.0,1441.0,530.0,769.0,456.0,2.425
6_4,10252,184600.0,-117.87,33.89,22.0,2340.0,664.0,1382.0,546.0,3.343
5_3,10253,156900.0,-117.87,33.88,25.0,1808.0,440.0,1342.0,454.0,3.025
8_4,10254,183900.0,-117.87,33.88,24.0,2655.0,702.0,1519.0,708.0,3.3036
8_5,10255,190700.0,-117.87,33.88,28.0,3333.0,752.0,2026.0,722.0,3.5667
7_5,10256,204300.0,-117.87,33.88,28.0,2612.0,602.0,1682.0,563.0,3.6417
2_8,10257,254000.0,-117.86,33.87,12.0,1600.0,251.0,685.0,256.0,5.1784
0_8,10258,350000.0,-117.87,33.85,33.0,45.0,11.0,34.0,10.0,5.2949
0_7,10259,187500.0,-117.85,33.86,18.0,329.0,72.0,209.0,71.0,4.6806
7_8,10260,262300.0,-117.85,33.89,22.0,4020.0,655.0,1486.0,635.0,5.9639
8_9,10261,288500.0,-117.85,33.88,14.0,4753.0,681.0,2138.0,678.0,7.3658
6_9,10262,272200.0,-117.86,33.88,20.0,3977.0,540.0,1886.0,541.0,6.5843
8_8,10263,301900.0,-117.85,33.87,15.0,5078.0,806.0,2569.0,759.0,5.6549
7_8,10264,260500.0,-117.85,33.9,20.0,4026.0,648.0,1997.0,650.0,5.5918
2_8,10265,242200.0,-117.85,33.9,25.0,1548.0,256.0,811.0,263.0,5.2037
7_8,10266,226900.0,-117.84,33.89,24.0,3935.0,625.0,1912.0,593.0,5.7951
6_8,10267,240600.0,-117.85,33.89,24.0,3326.0,503.0,1616.0,494.0,5.7457
4_4,10268,145300.0,-117.88,33.87,21.0,1519.0,388.0,1203.0,366.0,3.2083
5_4,10269,324400.0,-117.87,33.86,19.0,2232.0,448.0,1149.0,417.0,3.1534
8_7,10270,162400.0,-117.87,33.87,7.0,2663.0,642.0,1367.0,677.0,4.6563
5_2,10271,158500.0,-117.87,33.87,15.0,1898.0,476.0,1766.0,455.0,2.4929
2_3,10272,297100.0,-117.87,33.87,16.0,1332.0,368.0,1534.0,295.0,3.0227
1_8,10273,216000.0,-117.86,33.87,19.0,1591.0,279.0,891.0,237.0,5.6573
8_3,10274,200000.0,-117.88,33.85,18.0,2705.0,713.0,2726.0,674.0,2.7759
6_4,10275,142800.0,-117.87,33.86,28.0,2292.0,531.0,2197.0,509.0,3.4856
1_4,10276,113900.0,-117.88,33.85,22.0,1105.0,241.0,971.0,249.0,3.1667
7_8,10277,297900.0,-117.81,33.89,13.0,3252.0,583.0,1546.0,557.0,5.8243
3_9,10278,327500.0,-117.82,33.88,18.0,1982.0,300.0,1027.0,324.0,7.0526
4_7,10279,238300.0,-117.82,33.89,24.0,2168.0,421.0,1050.0,397.0,4.6172
5_8,10280,371700.0,-117.81,33.88,19.0,2968.0,503.0,1430.0,459.0,5.3339
6_6,10281,278900.0,-117.82,33.89,21.0,3079.0,509.0,1431.0,480.0,4.0714
8_6,10282,246100.0,-117.78,33.86,16.0,3471.0,708.0,1769.0,691.0,4.1064
7_9,10283,263700.0,-117.76,33.87,16.0,3973.0,595.0,1971.0,575.0,6.4265
4_9,10284,272800.0,-117.83,33.9,23.0,2446.0,360.0,1196.0,359.0,6.5755
1_9,10285,299600.0,-117.84,33.9,24.0,1723.0,223.0,707.0,219.0,7.0352
2_7,10286,245700.0,-117.83,33.89,25.0,1737.0,270.0,840.0,265.0,4.625
3_8,10287,259400.0,-117.83,33.88,23.0,2365.0,355.0,1209.0,347.0,6.0132
7_9,10288,264300.0,-117.84,33.89,19.0,3544.0,542.0,1787.0,560.0,6.7837
3_9,10289,231700.0,-117.83,33.88,18.0,2112.0,340.0,1048.0,315.0,6.9308
8_9,10290,280300.0,-117.82,33.88,15.0,5392.0,895.0,2531.0,827.0,6.2185
9_8,10291,243900.0,-117.83,33.87,5.0,6971.0,1449.0,3521.0,1423.0,5.2131
2_9,10292,461300.0,-117.81,33.88,19.0,2265.0,283.0,904.0,279.0,9.2327
8_8,10293,233500.0,-117.81,33.87,19.0,4491.0,680.0,2457.0,702.0,6.0591
9_6,10294,206100.0,-117.8,33.87,16.0,5954.0,1281.0,3107.0,1209.0,4.2566
0_5,10295,235000.0,-117.81,33.86,18.0,133.0,29.0,95.0,23.0,3.5625
8_9,10296,303000.0,-117.87,33.92,14.0,4039.0,669.0,1905.0,670.0,6.3303
8_8,10297,308800.0,-117.88,33.92,13.0,3292.0,727.0,1565.0,698.0,5.457
5_9,10298,371800.0,-117.85,33.92,11.0,3331.0,410.0,1460.0,416.0,8.0287
8_8,10299,272400.0,-117.87,33.92,17.0,4575.0,764.0,2054.0,737.0,6.0571
2_9,10300,306400.0,-117.83,33.93,14.0,1956.0,282.0,671.0,269.0,6.5841
9_7,10301,277500.0,-117.8,33.92,16.0,5819.0,986.0,2306.0,914.0,4.6315
4_9,10302,357900.0,-117.8,33.89,25.0,3121.0,381.0,1278.0,389.0,7.0217
9_8,10303,252600.0,-117.79,33.88,17.0,8562.0,1351.0,3822.0,1316.0,6.0829
9_8,10304,169600.0,-117.78,33.87,16.0,5609.0,952.0,2624.0,934.0,5.3307
1_9,10305,301900.0,-117.78,33.88,16.0,1800.0,238.0,871.0,234.0,6.6678
9_9,10306,268200.0,-117.78,33.9,14.0,6239.0,901.0,2923.0,904.0,6.5437
0_9,10307,259300.0,-117.82,33.9,25.0,1137.0,170.0,524.0,164.0,7.5744
5_9,10308,354900.0,-117.8,33.9,22.0,3760.0,482.0,1485.0,461.0,7.8537
9_9,10309,366300.0,-117.74,33.89,4.0,37937.0,5471.0,16122.0,5189.0,7.4947
8_9,10310,307800.0,-117.76,33.88,9.0,4838.0,759.0,2090.0,695.0,6.6536
7_9,10311,410200.0,-117.77,33.88,8.0,4874.0,627.0,2070.0,619.0,8.1117
9_9,10312,415300.0,-117.78,33.89,7.0,9729.0,1210.0,4160.0,1214.0,8.9088
5_8,10313,233000.0,-117.8,33.85,23.0,3038.0,470.0,1568.0,438.0,5.6403
4_8,10314,235900.0,-117.82,33.85,21.0,2603.0,404.0,1350.0,390.0,6.057
3_8,10315,213500.0,-117.82,33.85,18.0,1810.0,305.0,1189.0,326.0,5.2227
7_8,10316,304900.0,-117.8,33.85,16.0,4151.0,637.0,1558.0,604.0,5.806
1_9,10317,454300.0,-117.82,33.84,25.0,1788.0,203.0,676.0,217.0,10.1299
6_9,10318,460100.0,-117.81,33.84,17.0,4343.0,515.0,1605.0,484.0,10.5981
9_9,10319,365300.0,-117.79,33.84,9.0,10484.0,1603.0,4005.0,1419.0,8.3931
6_9,10320,335600.0,-117.78,33.85,16.0,3781.0,504.0,1665.0,499.0,7.2554
7_8,10321,266000.0,-117.78,33.86,16.0,4390.0,660.0,2146.0,633.0,6.1504
